file_name,movie_name,audience_rating,rating_key,year
F:\Movies\Luther.The.Fallen.Sun.2023.1080p.WEB-DL.DDP5.1.Atmos.x264-AOC\Luther.The.Fallen.Sun.2023.1080p.WEB-DL.DDP5.1.Atmos.x264-AOC.mkv,Luther: The Fallen Sun,7.0,147502,2023
F:\Movies\Luther.The.Fallen.Sun.2023.1080p.NF.WEBRip.DDP5.1.Atmos.x264-TBD\Luther.The.Fallen.Sun.2023.1080p.NF.WEB-DL.DDP5.1.Atmos.H.264-TBD.mkv,Luther: The Fallen Sun,7.0,147502,2023
F:\Movies\Lyle.Lyle.Crocodile.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv,"Lyle, Lyle, Crocodile",6.1,137585,2022
"G:\movies\Lyle, Lyle, Crocodile (2022)\Lyle.Lyle.Crocodile.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv","Lyle, Lyle, Crocodile",6.1,137585,2022
F:\Movies\Mad.God.2021.1080p.BluRay.x264-OFT\Mad.God.2021.1080p.BluRay.x264-OFT.mkv,Mad God,6.8,139785,2022
F:\Movies\Mad.God.2021.1080p.BluRay.x264-SCARE\mad.god.2021.1080p.bluray.x264-scare.mkv,Mad God,6.8,139785,2022
G:\movies\Mad God (2022)\Mad.God.2021.1080p.BluRay.x264-OFT.mkv,Mad God,6.8,139785,2022
F:\Movies\The.Magicians.Elephant.2023.MULTI.1080p.WEB.x264-LOST\the.magicians.elephant.2023.multi.1080p.web.x264-lost.mkv,The Magician's Elephant,6.5,147580,2023
F:\Movies\The.Magicians.Elephant.2023.1080p.WEB.h264-EDITH\The.Magicians.Elephant.2023.1080p.WEB.h264-EDITH.mkv,The Magician's Elephant,6.5,147580,2023
F:\Movies\The.Magicians.Elephant.2023.NORDiC.ENG.1080p.WEB-DL.x264.DDP5.1-PiTBULL\The.Magicians.Elephant.2023.NORDiC.ENG.1080p.WEB-DL.x264.DDP5.1-PiTBULL.mkv,The Magician's Elephant,6.5,147580,2023
G:\movies\Malcolm & Marie (2021)\Malcolm.and.Marie.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,Malcolm & Marie,6.6,133165,2021
G:\movies\Malignant.2021.1080p.HMAX.WEB-DL.DD5.1.x264-CMRG\Malignant.2021.1080p.HMAX.WEB-DL.DD5.1.x264-CMRG.mkv,Malignant,6.3,130542,2021
G:\movies\Mamma Mia! Here We Go Again (2018)\Mamma.Mia.Here.We.Go.Again.2018.1080p.WEB-DL.DD5.1.H264-CMRG.mkv,Mamma Mia! Here We Go Again,6.6,125925,2018
F:\Movies\A.Man.Called.Otto.2022.REPACK.1080p.MA.WEB-DL.DDP5.1.Atmos.H.264-FLUX\A.Man.Called.Otto.2022.REPACK.1080p.MA.WEB-DL.DDP5.1.Atmos.H.264-FLUX.mkv,A Man Called Otto,7.4,146853,2022
F:\Movies\A Man Called Otto (2022) (1080p MA Webrip x265 10bit EAC3 5.1 - DNU) [TAoE]\A Man Called Otto (2022) (1080p MA Webrip x265 10bit EAC3 5.1 - DNU) [TAoE].mkv,A Man Called Otto,7.4,146853,2022
F:\Movies\A.Man.Called.Otto.2022.MULTI.1080p.WEB.H264-LOST\a.man.called.otto.2022.multi.1080p.web.h264-lost.mkv,A Man Called Otto,7.4,146853,2022
F:\Movies\A.Man.Called.Otto.2022.1080p.WebRip.x265.10Bit.AC3.5.1-JATT\A.Man.Called.Otto.2022.1080p.WebRip.x265.10Bit.AC3.5.1-JATT.mkv,A Man Called Otto,7.4,146853,2022
F:\Movies\A.Man.Called.Otto.2022.1080p.AMZN.WEB-DL.DDP5.1.Atmos.H.264-CMRG.mkv,A Man Called Otto,7.4,146853,2022
F:\Movies\A.Man.Called.Otto.2022.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-PiRaTeS.mkv,A Man Called Otto,7.4,146853,2022
F:\Movies\A Man Called Otto 2022 BluRay 1080p MULTi REMUX AVC DTS-HD MA 5.1-LEGi0N\A.Man.Called.Otto.2022.BluRay.1080p.MULTi.REMUX.AVC.DTS-HD.MA.5.1-LEGi0N.mkv,A Man Called Otto,7.4,146853,2022
F:\Movies\A.Man.Called.Otto.2022.BluRay.REMUX.1080p.AVC.DTS-HD.MA5.1-HDS\A.Man.Called.Otto.2022.BluRay.REMUX.1080p.AVC.DTS-HD.MA5.1-HDS.mkv,A Man Called Otto,7.4,146853,2022
F:\Movies\A.Man.Called.Otto.2022.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-PEBBLES104.mkv,A Man Called Otto,7.4,146853,2022
G:\movies\A Man Called Otto (2022)\A Man Called Otto 2022 BluRay 1080p MULTi REMUX AVC DTS-HD MA 5.1-LEGi0N.mkv,A Man Called Otto,7.4,146853,2022
G:\Sonarr\The.Man.from.Toronto.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-CMRG\The.Man.from.Toronto.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-CMRG.mkv,The Man from Toronto,5.8,149418,2022
G:\movies\The.Man.Who.Invented.Christmas.2017.BRRip.XviD.AC3-EVO\The Man Who Invented Christmas.2017.BRRip.XviD.AC3-EVO.avi,The Man Who Invented Christmas,7.0,52091,2017
F:\Movies\Married.By.Mistake.2023.1080p.WEB-DL.x264.AAC-AOC\Married.By.Mistake.2023.1080p.WEB-DL.x264.AAC-AOC.mkv,Married by Mistake,5.6,147498,2023
G:\movies\Married by Mistake (2023)\Married.By.Mistake.2023.1080p.WEB-DL.x264.AAC-AOC.mkv,Married by Mistake,5.6,147498,2023
G:\movies\Marry.Me.2022.1080p.WEB-DL.DDP5.1.H.264-EVO\Marry.Me.2022.1080p.WEB-DL.DDP5.1.H.264-EVO.mkv,Marry Me,6.2,132349,2022
G:\movies\Mary Poppins (1964)\Mary Poppins 1964 50th ANNIVERSARY EDITION REMUX 1080p Bluray AVC DTS-HD MA 5 1-LEGi0N.mkv,Mary Poppins,7.8,67220,1964
G:\movies\The Matrix (1999)\The.Matrix.1999.720p.BRRip.x264-x0r.mkv,The Matrix,8.7,127204,1999
G:\movies\The Matrix Reloaded (2003)\The.Matrix.Reloaded.2003.1080p.Bluray.Remux.VC-1.TrueHD.5.1-4K4U.mkv,The Matrix Reloaded,7.2,131310,2003
G:\movies\The.Matrix.Resurrections.2021.1080p.WEB.H264-NAISU\the.matrix.resurrections.2021.1080p.web.h264-naisu.mkv,The Matrix Resurrections,5.7,136267,2021
G:\movies\The Matrix Revolutions (2003)\The.Matrix.Revolutions.2003.1080p.Bluray.Remux.VC-1.TrueHD.5.1-4K4U.mkv,The Matrix Revolutions,6.8,131312,2003
G:\movies\The Mauritanian (2021)\The.Mauritanian.2021.REPACK.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv,The Mauritanian,7.5,128816,2021
F:\Movies\Medieval.2022.1080p.WEB.H264-KBOX\medieval.2022.1080p.web.h264-kbox.mkv,Medieval,5.9,137362,2022
G:\movies\Medieval (2022)\Medieval.2022.1080p.WEB.H264-KBOX.mkv,Medieval,5.9,137362,2022
F:\Movies\Medieval.2022.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,Medieval,5.9,137362,2022
G:\movies\Medieval (2022)\Medieval.2022.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,Medieval,5.9,137362,2022
G:\movies\Men (2022)\Men (2022) WEBDL-1080p.mkv,Men,6.3,134396,2022
F:\Movies\The.Menu.2022.1080p.WEBRip.x264.AAC-AOC\The.Menu.2022.1080p.WEBRip.x264.AAC-AOC.mkv,The Menu,7.4,140494,2022
G:\movies\The Menu (2022)\The.Menu.2022.1080p.WEBRip.x264.AAC-AOC.mkv,The Menu,7.4,140494,2022
G:\movies\Metal Lords (2022)\Metal Lords (2022) WEBDL-1080p.mkv,Metal Lords,6.7,133520,2022
G:\Sonarr\Metal.Lords.2022.MULTi.1080p.WEB.x264-STRINGERBELL\metal.lords.2022.multi.1080p.web.x264-stringerbell.mkv,Metal Lords,6.7,133520,2022
G:\movies\Midnight Sun (2018)\Midnight Sun (2018) Bluray-1080p.mkv,Midnight Sun,6.6,134299,2018
G:\Sonarr\Midnight.Sun.2018.1080p.BluRay.x264-DRONES\Midnight.Sun.2018.1080p.BluRay.x264-DRONES.mkv,Midnight Sun,6.6,134299,2018
F:\Movies\Mighty.Morphin.Power.Rangers.Once.and.Always.2023.1080p.WEB.h264-DOLORES\Mighty.Morphin.Power.Rangers.Once.and.Always.2023.1080p.WEB.h264-DOLORES.mkv,Mighty Morphin Power Rangers: Once & Always,5.9,149200,2023
F:\Movies\Miley.Cyrus.Endless.Summer.Vacation.Backyard.Sessions.2023.1080p.WEB-DL.DDP5.1.x264-AOC\Miley.Cyrus.Endless.Summer.Vacation.Backyard.Sessions.2023.1080p.WEB-DL.DDP5.1.x264-AOC.mkv,Miley Cyrus: Endless Summer Vacation (Backyard Sessions),8.0,147529,2023
G:\movies\Minions (2015)\Minions (2015) Bluray-1080p.mkv,Minions,6.4,127707,2015
G:\Sonarr\Minions.2015.1080p.BluRay.x264-GECKOS\Minions.2015.1080p.BluRay.x264-GECKOS.mkv,Minions,6.4,127707,2015
G:\movies\Kids\Movies\Minions (2015)\Minions.2015.720p.BluRay.x264.YIFY.[YTS.AG].mp4,Minions,6.4,127707,2015
F:\Movies\Minions.The.Rise.Of.Gru.2022.REPACK.1080p.WEB.h264-RUMOUR\Minions.The.Rise.Of.Gru.2022.REPACK.1080p.WEB.h264-RUMOUR.mkv,Minions: The Rise of Gru,7.0,136240,2022
G:\movies\Minions The Rise of Gru (2022)\Minions.The.Rise.Of.Gru.2022.REPACK.1080p.WEB.h264-RUMOUR.mkv,Minions: The Rise of Gru,7.0,136240,2022
G:\movies\Miraculous.World.Shanghai.The.Legend.Of.Ladydragon.2021.NORDiC.ENG.1080p.WEB.H264-DRAUGR\Miraculous.World.Shanghai.The.Legend.Of.Ladydragon.2021.NORDiC.ENG.1080p.WEB.H264-DRAUGR.mkv,Miraculous World: Shanghai – The Legend of Ladydragon,8.5,130399,2021
F:\Movies\Missing.2023.1080p.WEB.H264-NAISU\missing.2023.1080p.web.h264-naisu.mkv,Missing,7.1,147468,2023
F:\Movies\Missing.2023.1080p.WEB-DL.DDP5.1.x264-AOC\Missing.2023.1080p.WEB-DL.DDP5.1.x264-AOC.mkv,Missing,7.1,147468,2023
F:\Movies\Missing.2023.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-PiRaTeS.mkv,Missing,7.1,147468,2023
F:\Movies\Missing.2023.1080p.BluRay.x265-LAMA\Missing.2023.1080p.BluRay.x265-LAMA.mp4,Missing,7.1,147468,2023
F:\Movies\Missing.2023.1080p.BluRay.x264-OFT\Missing.2023.1080p.BluRay.x264-OFT.mkv,Missing,7.1,147468,2023
F:\Movies\Missing 2023 BluRay 1080p REMUX AVC DTS-HD MA 5.1-LEGi0N\Missing.2023.BluRay.1080p.REMUX.AVC.DTS-HD.MA.5.1-LEGi0N.mkv,Missing,7.1,147468,2023
F:\Movies\Missing.2023.MULTi.1080p.BluRay.x264-LYPSG\missing.2023.multi.1080p.bluray.x264-lypsg.mkv,Missing,7.1,147468,2023
F:\Movies\Missing.2023.1080p.BluRay.x264-MiMESiS\missing.2023.1080p.bluray.x264-mimesis.mkv,Missing,7.1,147468,2023
G:\movies\Missing (2023)\Missing.2023.1080p.BluRay.x265-LAMA.mp4,Missing,7.1,147468,2023
F:\Movies\Missing.2023.1080p.BDRIP.x264.AAC-AOC\Missing.2023.1080p.BDRIP.x264.AAC-AOC.mkv,Missing,7.1,147468,2023
G:\movies\Mission.Impossible.Fallout.2018.1080p.BLURRED.HDRip.X264.AC3-CMRG\Mission.Impossible.Fallout.2018.1080p.BLURRED.HDRip.X264.AC3-CMRG.mkv,Mission: Impossible - Fallout,7.7,54541,2018
G:\movies\Mission Impossible - Fallout (2018)\Mission.Impossible.Fallout.2018.1080p.BLURRED.HDRip.X264.AC3-CMRG.mkv,Mission: Impossible - Fallout,7.7,54541,2018
G:\movies\Mission Impossible - Ghost Protocol (2011)\Mission Impossible - Ghost Protocol 2011 1080p BluRay TrueHD 7.1 x264-BluEvo.mkv,Mission: Impossible - Ghost Protocol,7.4,111777,2011
G:\movies\Mission Impossible II (2000)\Mission Impossible II 2000 1080p BluRay DTS-HD MA 5.1 x264-BluEvo.mkv,Mission: Impossible II,6.1,111773,2000
G:\movies\Bird Box (2018)\The Mitchells vs. The Machines (2021)\The.Mitchells.vs.The.Machines.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,The Mitchells vs the Machines,7.7,133251,2021
G:\movies\Monster (2018)\Monster.2018.1080p.WEB.H264-NAISU.mkv,Monster,6.6,129519,2018
G:\movies\Monster Pets A Hotel Transylvania Short (2021)\Monster.Pets.A.Hotel.Transylvania.Short.2021.MULTi.1080p.WEB.H264-AMB3R.mkv,Monster Pets: A Hotel Transylvania Short Film,6.6,131451,2021
G:\movies\Monster.Pets.A.Hotel.Transylvania.Short.2021.MULTi.1080p.WEB.H264-AMB3R\Monster.Pets.a.Hotel.Transylvania.Short.2021.MULTi.1080p.WEB.H264-AMB3R.mkv,Monster Pets: A Hotel Transylvania Short Film,6.6,131451,2021
G:\movies\Moonlight (2016)\Moonlight.2016.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-OZEF.mkv,Moonlight,7.4,106998,2016
G:\Sonarr\Moonshot.2022.1080p.HMAX.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,Moonshot,5.6,149406,2022
G:\movies\More Than Miyagi The Pat Morita Story 2021 1080p AMZN WEB-DL H264 AAC2.0 SNAKE.mkv,More Than Miyagi: The Pat Morita Story,7.4,149544,2021
G:\movies\Mortal Kombat (1995)\Mortal.Kombat.1995.REMUX.1080p.BluRay.DTS-HD.MA.5.1.AVC-LEGi0N.mkv,Mortal Kombat,5.8,133233,1995
G:\movies\Mortal Kombat Legends Battle of the Realms 2021 1080p BluRay REMUX AVC DTS HD MA 5.1-BdC.mkv,Mortal Kombat Legends: Battle of the Realms,6.5,149545,2021
G:\movies\Mortal Kombat Legends Scorpions Revenge 2020 REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N\Mortal.Kombat.Legends.Scorpions.Revenge.2020.REMUX.1080p.Blu-ray.AVC.DTS-HD.MA.5.1-LEGi0N.mkv,Mortal Kombat Legends: Scorpion's Revenge,7.5,126411,2020
G:\movies\Moulin.Rouge.2001.1080p.BluRay.x264-nikt0\Moulin.Rouge.2001.1080p.BluRay.x264-nikt0.mkv,Moulin Rouge!,7.6,131281,2001
G:\movies\MouseHunt (1997)\MouseHunt (1997) Bluray-1080p.mkv,Mousehunt,6.5,134411,1997
G:\movies\Moxie (2021)\Moxie.2021.1080p.NF.WEB-DL.DDP5.1.x264-CMRG.mkv,Moxie,6.7,133236,2021
F:\Movies\Mr.Harrigans.Phone.2022.1080p.WEB.H264-NAISU\mr.harrigans.phone.2022.1080p.web.h264-naisu.mkv,Mr. Harrigan's Phone,6.0,137281,2022
G:\movies\Mr. Harrigan's Phone (2022)\Mr.Harrigans.Phone.2022.1080p.WEB.H264-NAISU.mkv,Mr. Harrigan's Phone,6.0,137281,2022
F:\Movies\Mrs.Harris.Goes.to.Paris.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG\Mrs.Harris.Goes.to.Paris.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG.mkv,Mrs. Harris Goes to Paris,7.1,136352,2022
F:\Movies\Mrs.Harris.Goes.to.Paris.2022.1080p.Bluray.DTS-HD.MA.5.1.X264-EVO\Mrs.Harris.Goes.to.Paris.2022.1080p.Bluray.DTS-HD.MA.5.1.X264-EVO.mkv,Mrs. Harris Goes to Paris,7.1,136352,2022
F:\Movies\Mrs.Harris.Goes.to.Paris.2022.1080p.BluRay.x264-PiGNUS\mrs.harris.goes.to.paris.2022.1080p.bluray.x264-pignus.mkv,Mrs. Harris Goes to Paris,7.1,136352,2022
G:\movies\Mrs. Harris Goes to Paris (2022)\Mrs.Harris.Goes.to.Paris.2022.1080p.Bluray.DTS-HD.MA.5.1.X264-EVO.mkv,Mrs. Harris Goes to Paris,7.1,136352,2022
G:\movies\Muppet.Treasure.Island.1996.720p.BluRay.x264-x0r\Muppet.Treasure.Island.1996.720p.BluRay.x264-x0r.mkv,Muppet Treasure Island,7.0,130134,1996
G:\movies\Muppet.Treasure.Island.1996.720p.BluRay.x264-x0r\Muppet.Treasure.Island.1996.720p.BluRay.x264-x0r[TRAILER-Theatrical trailer].mp4,Muppet Treasure Island,7.0,130134,1996
G:\movies\Muppets Haunted Mansion (2021)\Muppets Haunted Mansion.2021.1080p.WEB-DL.DDP5.1.x264-EVO.mkv,Muppets Haunted Mansion,6.7,130833,2021
F:\Movies\My.Fathers.Dragon.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO\My.Fathers.Dragon.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,My Father's Dragon,6.5,137578,2022
G:\movies\My Father's Dragon (2022)\My.Fathers.Dragon.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,My Father's Dragon,6.5,137578,2022
G:\movies\My.Little.Pony.A.New.Generation.2021.1080p.NF.WEB-DL.DDP5.1.x264-EVO.mkv,My Little Pony: A New Generation,7.5,130794,2021
F:\Movies\My.Policeman.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-EVO\My.Policeman.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-EVO.mkv,My Policeman,6.5,137504,2022
F:\Movies\My.Policeman.2022.1080p.AMZN.WEBRip.DD5.1.X.264-EVO\My.Policeman.2022.1080p.AMZN.WEBRip.DD5.1.X.264-EVO.mkv,My Policeman,6.5,137504,2022
G:\movies\My Policeman (2022)\My.Policeman.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-EVO.mkv,My Policeman,6.5,137504,2022
G:\movies\My Policeman (2022)\My.Policeman.2022.1080p.AMZN.WEBRip.DD5.1.X.264-EVO.mkv,My Policeman,6.5,137504,2022
F:\Movies\My.Policeman.2022.720p.WEB.h264-KOGi\My.Policeman.2022.720p.WEB.h264-KOGi.mkv,My Policeman,6.5,137504,2022
G:\movies\My Policeman (2022)\My.Policeman.2022.720p.WEB.h264-KOGi.mkv,My Policeman,6.5,137504,2022
G:\movies\The Mystery of Marilyn Monroe The Unheard Tapes (2022)\The Mystery of Marilyn Monroe The Unheard Tapes (2022) WEBDL-1080p.mkv,The Mystery of Marilyn Monroe: The Unheard Tapes,6.2,134590,2022
G:\movies\Narco.Sub.2021.1080p.AMZN.WEBRip.DD5.1.X.264-EVO\Narco.Sub.2021.1080p.AMZN.WEBRip.DD5.1.X.264-EVO.mkv,Narco Sub,5.9,133819,2021
G:\movies\National Treasure (2004)\National.Treasure.2004.BluRay.1080p.DTS-HD.MA.5.1.AVC.REMUX-S3R.mkv,National Treasure,6.9,78192,2004
G:\movies\National Treasure Book of Secrets (2007)\National.Treasure.Book.of.Secrets.2007.1080p.BluRay.x264-nikt0.mkv,National Treasure: Book of Secrets,6.5,124346,2007
G:\movies\New Gods Nezha Reborn (2021)\New.Gods.Nezha.Reborn.2021.1080p.WEB.h264-LAMBiC.mkv,New Gods: Nezha Reborn,6.8,132837,2021
G:\movies\Night at the Museum Secret of the Tomb (2014)\Night.at.the.Museum.Secret.of.the.Tomb.2014.1080p.BluRay.x264-DOGE.mkv,Night at the Museum: Secret of the Tomb,6.2,56653,2014
G:\movies\Nightbooks (2021)\Nightbooks.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-CMRG.mkv,Nightbooks,5.8,130780,2021
G:\movies\The.Nightmare.Before.Christmas.1993.1080p.BluRay.REMUX.VC-1 TrueHD 7.1-LAZY\The.Nightmare.Before.Christmas.1993.1080p.BluRay.REMUX.VC-1.Dolby TrueHD 7.1-LAZY.mkv,The Nightmare Before Christmas,8.0,22954,1993
G:\movies\No.Exit.2022.1080p.DSNP.WEB-DL.DDP5.1.H.264-CMRG\No.Exit.2022.1080p.DSNP.WEB-DL.DDP5.1.H.264-CMRG.mkv,No Exit,6.1,132780,2022
G:\movies\No Sudden Move (2021)\No.Sudden.Move.2021.1080p.HMAX.WEB-DL.DD5.1.x264-EVO.mkv,No Sudden Move,6.5,133261,2021
G:\movies\No Time to Die (2021)\No.Time.To.Die.2021.1080p.AMZN.WEB-DL.DDP5.1.H.264-EVO.mkv,No Time to Die,7.5,130932,2021
F:\Movies\The Noel Diary 2022 MULTi WEB 1080p x264 D.DPL 5.1 - EFPG\The Noel Diary.mp4,The Noel Diary,6.1,138760,2022
G:\movies\The Noel Diary (2022)\The Noel Diary 2022 MULTi WEB 1080p x264 D.DPL 5.1 - EFPG.mp4,The Noel Diary,6.1,138760,2022
F:\Movies\Nope.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG\Nope.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG.mkv,Nope,6.9,136814,2022
F:\Movies\Nope.2022.1080p.WebRip.x265.10Bit.AC3.5.1-JATT\Nope.2022.1080p.WebRip.x265.10Bit.AC3.5.1-JATT.mkv,Nope,6.9,136814,2022
F:\Movies\Nope 2022 1080p WEBRip DDP 5.1 Atmos x264-SHD\Nope 2022 1080p WEBRip DDP 5.1 Atmos x264-SHD.mkv,Nope,6.9,136814,2022
F:\Movies\Nope.2022.1080p.BluRay.REMUX.AVC.Atmos-PiRaTeS.mkv,Nope,6.9,136814,2022
F:\Movies\Nope.2022.1080p.BluRay.REMUX.AVC.TrueHD.Atmos.7.1-ARTEMiS\Nope.2022.1080p.BluRay.REMUX.AVC.TrueHD.Atmos.7.1-ARTEMiS.mkv,Nope,6.9,136814,2022
F:\Movies\Nope.2022.1080p.BluRayRip.x265.10Bit.AC3.5.1-JATT\Nope.2022.1080p.BluRayRip.x265.10Bit.AC3.5.1-JATT.mkv,Nope,6.9,136814,2022
F:\Movies\Nope.2022.1080p.BluRay.REMUX.AVC.TrueHD7.1.Atmos-UnKn0wn\Nope.2022.1080p.BluRay.REMUX.AVC.TrueHD7.1.Atmos-UnKn0wn.mkv,Nope,6.9,136814,2022
G:\movies\Nope (2022)\Nope.2022.1080p.WebRip.x265.10Bit.AC3.5.1-JATT.mkv,Nope,6.9,136814,2022
G:\movies\Nope (2022)\Nope.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG.mkv,Nope,6.9,136814,2022
G:\movies\Nope (2022)\Nope.2022.1080p.BluRay.REMUX.AVC.TrueHD7.1.Atmos-UnKn0wn.mkv,Nope,6.9,136814,2022
G:\movies\Nope (2022)\Nope.2022.1080p.BluRay.REMUX.AVC.Atmos-PiRaTeS.mkv,Nope,6.9,136814,2022
G:\movies\Nope (2022)\Nope.2022.1080p.BluRay.REMUX.AVC.TrueHD.Atmos.7.1-ARTEMiS.mkv,Nope,6.9,136814,2022
F:\Movies\Not.Okay.2022.1080p.HULU.WEB-DL.DDP5.1.H.264-EVO\Not.Okay.2022.1080p.HULU.WEB-DL.DDP5.1.H.264-EVO.mkv,Not Okay,5.7,136233,2022
G:\movies\Not Okay (2022)\Not.Okay.2022.1080p.HULU.WEB-DL.DDP5.1.H.264-EVO.mkv,Not Okay,5.7,136233,2022
G:\movies\Now You See Me (2013)\Now You See Me 2013 Extended Cut 1080p BluRay 10-Bit DTS-HD MA 7.1 x264-BluEvo.mkv,Now You See Me,7.2,19296,2013
G:\movies\Obi-Wan Kenobi Movie Re-Edit .mp4,Obi Wan Kenobi Movie Re Edit,0.0,134827,
G:\movies\Oceans.Eight.2018.1080P.Bluray.TrueHD.Atmos7.1.HDR10+.HEVC.X265-FZHD\oceans.eight.2018.1080p.bluray.truehd.atmos7.1.hdr10+.hevc.x265-fzhd.mkv,Ocean's Eight,6.3,130851,2018
G:\movies\Ocean's Eleven (2001)\Oceans.Eleven.2001.1080p.BluRay.x264-HDEX.mkv,Ocean's Eleven,7.7,57324,2001
F:\Movies\Of.An.Age.2022.1080p.WEB-DL.DDP5.1.Atmos.x264-AOC\Of.An.Age.2022.1080p.WEB-DL.DDP5.1.Atmos.x264-AOC.mkv,Of an Age,7.1,147607,2023
G:\movies\Of an Age (2023)\Of.An.Age.2022.1080p.WEB-DL.DDP5.1.Atmos.x264-AOC.mkv,Of an Age,7.1,147607,2023
F:\Movies\Of.an.Age.2022.720p.WEB.h264-EDITH\Of.an.Age.2022.720p.WEB.h264-EDITH.mkv,Of an Age,7.1,147607,2023
F:\Movies\The.Offering.2022.1080p.BluRay.DDP.5.1.x264-SPHD.mkv,The Offering,5.2,149532,2022
G:\movies\Official Secrets (2019)\Official Secrets 2019 MULTI REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N.mkv,Official Secrets,7.3,115950,2019
G:\movies\Old (2021)\Old.2021.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,Old,5.9,130774,2021
F:\Movies\On.a.Wing.and.a.Prayer.2023.1080p.WEB.H264-FLAME\On.a.Wing.and.a.Prayer.2023.1080p.WEB.H264-FLAME.mkv,On a Wing and a Prayer,5.7,149032,2022
F:\Movies\On.A.Wing.And.A.Prayer.2023.1080p.WebRip.x265.10Bit.AC3.5.1-JATT\On.A.Wing.And.A.Prayer.2023.1080p.WebRip.x265.10Bit.AC3.5.1-JATT.mkv,On a Wing and a Prayer,5.7,149032,2022
G:\movies\Once Upon a Snowman (2020)\Once.Upon.a.Snowman.2020.DSNYP.1080p.WEBRip.X264.Atmos-EVO.mkv,Once Upon a Snowman,7.0,126441,2020
G:\movies\Once.Upon.a.Snowman.2020.DSNYP.1080p.WEBRip.X264.Atmos-EVO\Once.Upon.a.Snowman.2020.DSNYP.1080p.WEBRip.X264.Atmos-EVO.mkv,Once Upon a Snowman,7.0,126441,2020
F:\Movies\One.Day.as.a.Lion.2023.1080p.WEB.H264-KBOX\one.day.as.a.lion.2023.1080p.web.h264-kbox.mkv,One Day as a Lion,5.5,149129,2023
F:\Movies\Operation.Fortune.Ruse.de.Guerre.2023.1080p.WEB-DL.DDP5.1.H.264-RiGHTNOW.mkv,Operation Fortune: Ruse de guerre,6.3,147482,2023
F:\Movies\Operation.Fortune.Ruse.de.guerre.2023.1080p.WEB.H264-NAISU\operation.fortune.ruse.de.guerre.2023.1080p.web.h264-naisu.mkv,Operation Fortune: Ruse de guerre,6.3,147482,2023
F:\Movies\Operation.Fortune.Ruse.de.Guerre.2023.PROPER.1080p.WEBRip.x265-LAMA\Operation.Fortune.Ruse.de.Guerre.2023.PROPER.1080p.WEBRip.x265-LAMA.mp4,Operation Fortune: Ruse de guerre,6.3,147482,2023
F:\Movies\Operation Fortune Ruse de Guerre 2023 1080p HLG HDR DDP 5.1 x265-BiTOR\Operation Fortune Ruse de Guerre 2023 1080p HLG HDR DDP 5.1 x265-BiTOR.mkv,Operation Fortune: Ruse de guerre,6.3,147482,2023
F:\Movies\Operation.Fortune.Ruse.de.Guerre.2023.1080p.Remux.AVC.DTS-HD.MA.5.1-playBD\Operation.Fortune.Ruse.de.Guerre.2023.1080p.Remux.AVC.DTS-HD.MA.5.1-playBD.mkv,Operation Fortune: Ruse de guerre,6.3,147482,2023
F:\Movies\Operation.Fortune.Ruse.de.guerre.2023.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-TRiToN\Operation.Fortune.Ruse.de.guerre.2023.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-TRiToN.mkv,Operation Fortune: Ruse de guerre,6.3,147482,2023
